age,date_account_created,date_first_booking,gender,Language_EN,Language_ZH,Country_US,Country_EUR,android,moweb,web,ios,Married,Children
67,9/7/2012,9/7/2012,M,1,0,0,1,1,0,1,0,1,2
37,9/7/2012,9/8/2012,M,1,0,1,0,1,0,1,0,1,1
45,9/7/2012,9/7/2012,F,1,0,1,0,0,1,1,0,1,2
51,9/7/2012,9/9/2012,M,1,0,0,1,0,1,1,0,0,3
30,9/7/2012,10/25/2012,M,1,0,0,0,1,0,1,0,1,1
33,9/7/2012,9/8/2012,M,1,0,0,0,1,0,1,0,0,1
49,9/7/2012,6/28/2013,F,1,0,0,0,1,0,1,0,1,1
42,9/7/2012,2/21/2013,M,1,0,1,0,0,1,0,0,0,1
35,9/7/2012,9/8/2012,M,1,0,1,0,1,0,1,0,1,1
35,9/7/2012,9/19/2012,F,1,0,1,0,1,0,1,0,0,1
31,9/8/2012,3/15/2013,F,1,0,1,0,0,1,1,0,1,1
25,9/8/2012,12/14/2012,F,1,0,1,0,0,1,1,0,1,2
30,9/8/2012,2/17/2013,F,1,0,1,0,0,1,1,0,1,2
56,9/8/2012,9/15/2012,F,1,0,1,0,1,0,1,0,1,1
51,9/8/2012,7/11/2013,M,1,0,1,0,1,0,1,0,1,1
37,9/8/2012,9/30/2012,F,1,0,0,1,1,0,1,0,1,1
34,9/8/2012,9/9/2012,M,1,0,1,0,0,1,1,0,0,2
39,9/8/2012,9/10/2012,F,1,0,0,1,1,0,1,0,1,1
43,9/8/2012,7/31/2013,F,1,0,1,0,1,0,1,0,1,2
48,9/8/2012,9/10/2012,F,1,0,1,0,0,1,1,0,1,1
32,9/8/2012,9/8/2012,F,1,0,1,0,1,0,1,0,0,1
25,9/8/2012,9/9/2012,F,1,0,1,0,1,0,1,0,0,1
68,9/8/2012,9/11/2012,M,1,0,0,0,0,1,1,0,0,3
32,9/8/2012,9/8/2012,F,1,0,1,0,1,0,1,0,1,1
40,9/8/2012,11/25/2012,F,1,0,1,0,0,1,1,0,1,1
36,9/8/2012,9/10/2012,F,1,0,0,1,1,0,1,0,0,3
35,9/8/2012,9/11/2012,U,1,0,0,0,1,0,1,0,0,2
48,9/8/2012,9/8/2012,F,0,0,1,0,1,0,1,0,1,1
45,9/8/2012,6/28/2013,M,1,0,1,0,1,0,1,0,1,2
36,9/8/2012,9/8/2012,M,1,0,1,0,1,0,1,0,1,1
43,9/8/2012,9/9/2012,M,1,0,1,0,1,0,1,0,1,1
42,9/8/2012,9/21/2012,M,1,0,0,0,1,0,1,0,1,2
36,9/8/2012,9/10/2012,F,1,0,0,1,0,1,1,0,1,1
37,9/8/2012,9/8/2012,M,1,0,1,0,1,0,1,0,1,3
53,9/8/2012,5/30/2013,M,1,0,1,0,1,0,1,0,0,2
30,9/8/2012,9/8/2012,F,1,0,1,0,0,1,1,0,0,3
31,9/8/2012,9/12/2012,F,0,0,1,0,0,1,1,0,1,1
33,9/8/2012,9/9/2012,F,1,0,1,0,0,1,1,0,1,1
43,9/8/2012,9/16/2012,F,1,0,1,0,0,1,1,0,1,3
53,9/8/2012,9/9/2012,M,1,0,1,0,1,0,1,0,0,1
59,9/8/2012,9/11/2012,F,1,0,1,0,0,1,1,0,1,3
31,9/8/2012,9/11/2012,F,1,0,1,0,0,1,1,0,1,3
37,9/8/2012,9/9/2012,F,1,0,0,1,0,1,1,0,0,2
60,9/8/2012,9/27/2012,F,1,0,1,0,1,0,1,0,1,1
45,9/8/2012,9/9/2012,F,1,0,0,0,0,1,1,0,1,1
29,9/8/2012,9/11/2012,F,1,0,0,1,0,1,1,0,1,2
18,9/8/2012,8/9/2013,F,1,0,0,1,1,0,1,0,0,0
23,9/8/2012,9/3/2013,F,1,0,0,0,1,0,1,0,1,3
28,9/8/2012,9/9/2012,F,1,0,1,0,1,0,1,0,1,1
68,9/8/2012,9/11/2012,F,1,0,1,0,1,0,1,0,1,2
37,9/9/2012,3/19/2013,F,1,0,1,0,0,1,1,0,1,2
45,9/9/2012,9/19/2012,F,0,0,0,1,1,0,1,0,1,2
29,9/9/2012,9/10/2012,M,1,0,0,0,0,1,1,0,1,1
30,9/9/2012,9/9/2012,M,1,0,1,0,1,0,1,0,0,1
30,9/9/2012,9/10/2012,M,1,0,0,0,0,1,1,0,1,2
25,9/9/2012,11/11/2012,F,1,0,1,0,1,0,1,0,0,3
27,9/9/2012,9/10/2012,M,1,0,1,0,0,1,1,0,1,2
85,9/9/2012,9/9/2012,M,1,0,0,1,1,0,1,0,0,1
63,9/9/2012,9/18/2012,F,1,0,1,0,1,0,1,0,0,3
28,9/9/2012,9/16/2012,F,1,0,0,1,0,1,0,1,1,2
66,9/9/2012,9/15/2012,F,1,0,0,1,0,1,1,0,1,3
36,9/9/2012,5/5/2013,M,1,0,0,1,0,1,1,0,1,2
54,9/9/2012,1/31/2013,M,1,0,1,0,1,0,1,0,1,1
34,9/9/2012,9/21/2012,M,1,0,1,0,1,0,1,0,1,1
28,9/9/2012,11/26/2012,M,0,0,1,0,0,1,1,0,1,3
41,9/9/2012,11/8/2012,F,1,0,1,0,0,1,1,0,1,1
50,9/9/2012,9/10/2012,F,1,0,1,0,0,1,1,0,1,2
28,9/9/2012,9/26/2012,M,1,0,1,0,1,0,1,0,1,3
2014,9/9/2012,9/10/2012,M,1,0,1,0,1,0,1,0,1,1
63,9/9/2012,9/14/2012,F,1,0,1,0,1,0,1,0,1,1
36,9/9/2012,11/8/2012,M,1,0,1,0,0,1,1,0,0,1
53,9/9/2012,9/12/2012,F,1,0,1,0,1,0,1,0,0,2
18,9/9/2012,9/9/2012,M,1,0,1,0,1,0,1,0,0,0
36,9/9/2012,10/20/2012,M,1,0,0,1,1,0,1,0,1,2
31,9/9/2012,9/13/2012,M,1,0,0,0,0,1,1,0,1,3
50,9/9/2012,9/9/2012,M,1,0,0,1,1,0,1,0,1,2
25,9/9/2012,9/9/2012,F,1,0,1,0,1,0,1,0,0,1
48,9/9/2012,3/19/2013,F,0,0,0,1,0,1,1,0,1,3
22,9/9/2012,9/9/2012,M,1,0,1,0,0,1,1,0,1,0
24,9/9/2012,9/10/2012,F,1,0,0,1,0,1,1,0,1,1
31,9/9/2012,9/19/2012,M,1,0,0,1,0,1,1,0,1,1
28,9/9/2012,9/12/2012,M,1,0,0,1,1,0,1,0,1,3
41,9/9/2012,9/17/2012,F,1,0,0,1,0,1,1,0,1,3
33,9/9/2012,9/14/2012,M,1,0,1,0,1,0,1,0,1,1
34,9/9/2012,9/11/2012,F,1,0,0,1,1,0,1,0,1,2
32,9/9/2012,9/17/2012,F,1,0,1,0,0,1,1,0,1,3
26,9/9/2012,9/10/2012,M,1,0,1,0,1,0,1,0,0,1
31,9/9/2012,9/11/2012,F,1,0,1,0,0,1,0,0,1,2
47,9/9/2012,2/15/2013,F,1,0,0,1,0,1,1,0,1,2
28,9/10/2012,9/10/2012,F,1,0,1,0,1,0,1,0,1,1
27,9/10/2012,4/8/2013,M,1,0,1,0,1,0,1,0,1,3
31,9/10/2012,9/11/2012,M,1,0,1,0,1,0,1,0,1,3
29,9/10/2012,9/11/2012,F,1,0,1,0,0,1,1,0,0,3
45,9/10/2012,9/11/2012,F,1,0,0,0,1,0,1,0,1,2
44,9/10/2012,9/10/2012,U,1,0,0,1,1,0,1,0,1,3
46,9/10/2012,9/11/2012,F,1,0,1,0,0,1,1,0,1,3
42,9/10/2012,2/26/2013,F,1,0,0,1,0,1,1,0,0,1
39,9/10/2012,9/14/2012,M,1,0,1,0,1,0,1,0,1,1
39,9/10/2012,9/15/2012,F,1,0,1,0,1,0,1,0,1,2
33,9/10/2012,9/10/2012,M,1,0,1,0,0,1,1,0,1,1
19,9/10/2012,10/7/2012,F,1,0,1,0,1,0,1,0,0,0
36,9/10/2012,9/11/2012,U,1,0,1,0,1,0,0,1,1,1
36,9/10/2012,9/10/2012,M,1,0,1,0,1,0,1,0,0,2
34,9/10/2012,9/11/2012,M,1,0,1,0,0,1,1,0,1,2
33,9/10/2012,9/13/2012,M,1,0,1,0,1,0,1,0,1,1
53,9/10/2012,10/1/2012,F,1,0,0,1,0,1,1,0,1,1
2014,9/10/2012,9/18/2012,M,1,0,1,0,0,1,1,0,0,1
47,7/29/2013,11/29/2013,F,1,0,1,0,1,0,1,0,1,1
31,9/10/2012,9/10/2012,F,1,0,1,0,0,1,1,0,1,1
38,9/10/2012,12/7/2012,F,1,0,1,0,1,0,1,0,1,1
31,9/10/2012,9/11/2012,F,1,0,1,0,1,0,1,0,0,2
26,9/10/2012,9/12/2012,M,1,0,1,0,1,0,1,0,1,1
45,9/10/2012,1/3/2013,M,1,0,1,0,1,0,1,0,0,1
31,9/10/2012,9/23/2012,F,1,0,1,0,1,0,1,0,1,3
32,9/10/2012,9/10/2012,M,1,0,1,0,0,1,1,0,0,3
32,9/10/2012,9/14/2012,F,1,0,1,0,1,0,1,0,1,1
43,9/10/2012,9/13/2012,M,1,0,1,0,1,0,1,0,1,1
30,9/10/2012,9/12/2012,M,1,0,1,0,0,1,1,0,1,1
38,9/10/2012,9/10/2012,F,1,0,1,0,1,0,1,0,0,3
32,9/10/2012,9/10/2012,M,1,0,0,1,0,1,1,0,0,1
21,9/10/2012,12/16/2012,F,1,0,1,0,1,0,1,0,1,0
33,9/10/2012,1/17/2013,M,1,0,1,0,0,1,1,0,1,1
48,9/10/2012,12/5/2012,M,1,0,1,0,0,1,1,0,1,3
41,9/10/2012,9/13/2012,F,1,0,1,0,1,0,1,0,1,3
43,9/10/2012,9/10/2012,M,1,0,1,0,1,0,1,0,1,1
37,9/10/2012,9/11/2012,F,1,0,1,0,1,0,1,0,1,1
45,9/10/2012,10/23/2012,U,1,0,1,0,1,0,1,0,1,1
33,9/10/2012,9/19/2012,F,1,0,1,0,1,0,1,0,1,3
44,9/10/2012,9/15/2012,F,1,0,1,0,0,1,1,0,0,1
47,9/10/2012,9/12/2012,M,1,0,1,0,0,1,1,0,1,1
27,9/10/2012,10/9/2012,F,1,0,1,0,0,1,1,0,0,1
35,9/10/2012,9/11/2012,F,1,0,1,0,1,0,1,0,1,1
39,9/10/2012,9/10/2012,M,1,0,1,0,0,1,1,0,1,3
50,9/10/2012,9/11/2012,U,1,0,0,1,1,0,1,0,1,1
33,9/10/2012,9/13/2012,M,1,0,0,1,1,0,1,0,1,3
29,9/10/2012,4/30/2013,F,1,0,0,0,1,0,1,0,1,3
29,9/10/2012,9/15/2012,F,1,0,1,0,1,0,1,0,1,1
46,9/10/2012,9/2/2013,M,1,0,0,0,1,0,1,0,1,2
33,9/10/2012,1/23/2013,M,1,0,1,0,1,0,1,0,0,1
24,9/10/2012,9/11/2012,F,1,0,1,0,0,1,1,0,1,1
37,9/10/2012,9/12/2012,M,1,0,0,1,1,0,1,0,1,3
41,9/10/2012,2/28/2013,M,1,0,1,0,0,1,1,0,1,3
37,9/10/2012,9/14/2012,M,1,0,0,0,1,0,0,1,1,3
32,9/10/2012,2/7/2013,F,1,0,1,0,0,1,1,0,1,1
26,9/10/2012,9/11/2012,F,1,0,1,0,1,0,1,0,1,2
46,9/10/2012,9/11/2012,F,1,0,1,0,1,0,1,0,1,1
35,9/10/2012,9/11/2012,M,1,0,1,0,0,1,1,0,1,3
58,9/10/2012,9/11/2012,M,1,0,1,0,1,0,1,0,1,3
55,9/10/2012,9/11/2012,F,1,0,1,0,1,0,1,0,1,1
36,9/11/2012,9/11/2012,M,1,0,1,0,1,0,1,0,1,1
40,9/11/2012,9/11/2012,M,1,0,0,1,0,1,1,0,1,1
28,9/11/2012,9/12/2012,M,1,0,1,0,0,1,1,0,0,3
31,9/11/2012,9/13/2012,F,1,0,1,0,0,1,1,0,1,1
45,9/11/2012,9/13/2012,F,1,0,1,0,0,1,1,0,1,1
55,9/11/2012,9/16/2012,M,1,0,0,1,1,0,1,0,1,1
50,9/11/2012,9/25/2012,F,1,0,1,0,1,0,1,0,1,1
36,9/11/2012,9/13/2012,F,1,0,1,0,1,0,1,0,1,1
44,9/11/2012,9/11/2012,F,1,0,0,1,1,0,1,0,0,2
42,9/11/2012,9/12/2012,M,1,0,1,0,0,1,1,0,1,1
33,9/11/2012,9/11/2012,F,1,0,1,0,0,1,1,0,1,1
37,9/11/2012,9/12/2012,U,1,0,1,0,1,0,1,0,1,3
32,9/11/2012,9/11/2012,M,1,0,1,0,1,0,1,0,1,1
32,9/11/2012,3/17/2013,F,1,0,1,0,1,0,1,0,1,1
38,9/11/2012,1/19/2013,F,1,0,1,0,0,1,1,0,1,1
47,9/11/2012,9/11/2012,F,1,0,0,1,1,0,1,0,1,3
26,9/11/2012,9/11/2012,F,1,0,1,0,1,0,1,0,1,2
53,9/11/2012,12/9/2012,F,1,0,1,0,0,1,1,0,1,1
23,9/11/2012,1/6/2013,F,1,0,1,0,0,1,1,0,1,1
56,9/11/2012,9/11/2012,F,1,0,1,0,0,1,1,0,1,1
32,9/11/2012,10/3/2012,F,1,0,1,0,0,1,1,0,0,2
49,9/11/2012,10/17/2012,M,1,0,1,0,0,1,1,0,1,1
38,9/11/2012,10/14/2012,U,1,0,0,0,1,0,1,0,1,3
50,9/11/2012,6/4/2013,M,1,0,1,0,0,1,1,0,1,3
34,9/11/2012,9/11/2012,F,1,0,0,1,1,0,0,0,1,3
47,9/11/2012,3/18/2013,M,0,0,0,1,1,0,1,0,1,1
36,9/11/2012,8/12/2013,M,1,0,1,0,1,0,1,0,0,1
30,9/11/2012,2/17/2013,M,1,0,1,0,0,1,1,0,0,1
57,9/11/2012,9/12/2012,M,1,0,0,0,0,1,1,0,0,1
25,9/11/2012,9/11/2012,F,1,0,1,0,1,0,1,0,1,2
58,9/11/2012,11/7/2012,F,1,0,1,0,1,0,1,0,1,2
34,9/11/2012,9/12/2012,F,1,0,1,0,1,0,1,0,1,3
33,9/11/2012,8/23/2013,M,1,0,1,0,0,1,1,0,1,1
28,9/11/2012,9/12/2012,F,1,0,1,0,1,0,1,0,1,3
28,9/11/2012,1/4/2013,F,1,0,0,0,0,1,1,0,1,1
25,9/11/2012,9/12/2012,F,1,0,1,0,0,1,1,0,1,2
33,9/11/2012,9/12/2012,M,1,0,0,1,1,0,1,0,0,1
42,9/11/2012,5/6/2013,M,1,0,0,0,1,0,1,0,1,3
29,9/11/2012,2/9/2013,F,1,0,1,0,1,0,1,0,1,3
30,9/11/2012,9/13/2012,F,1,0,0,1,0,1,1,0,1,1
31,9/11/2012,9/26/2012,M,1,0,1,0,1,0,1,0,0,2
27,9/11/2012,9/13/2012,F,1,0,0,1,1,0,1,0,1,2
68,9/11/2012,9/12/2012,M,1,0,1,0,1,0,1,0,1,3
63,9/11/2012,4/16/2013,M,1,0,1,0,1,0,1,0,1,1
36,9/11/2012,5/10/2013,F,1,0,0,0,1,0,1,0,1,1
53,9/11/2012,9/16/2012,F,1,0,1,0,1,0,1,0,0,1
45,9/11/2012,9/12/2012,M,1,0,1,0,1,0,1,0,1,1
38,9/11/2012,1/28/2013,U,1,0,1,0,1,0,1,0,0,1
25,9/11/2012,3/15/2013,F,1,0,1,0,1,0,1,0,0,1
50,9/11/2012,8/27/2013,M,1,0,1,0,1,0,1,0,1,3
31,9/11/2012,9/12/2012,M,1,0,1,0,1,0,1,0,0,1
31,9/11/2012,9/19/2012,U,1,0,1,0,1,0,1,0,1,1
28,9/11/2012,9/23/2012,F,1,0,0,1,1,0,1,0,1,2
28,9/11/2012,9/12/2012,F,1,0,1,0,1,0,1,0,1,1
27,9/12/2012,9/13/2012,F,1,0,1,0,0,1,1,0,1,1
45,9/12/2012,9/18/2012,F,1,0,1,0,1,0,1,0,1,1
49,9/12/2012,9/24/2012,M,1,0,1,0,1,0,1,0,1,2
32,9/12/2012,10/16/2012,F,1,0,1,0,1,0,1,0,1,2
32,9/12/2012,9/12/2012,M,1,0,1,0,0,1,1,0,0,1
44,9/12/2012,9/20/2012,F,1,0,1,0,1,0,1,0,1,1
40,9/12/2012,2/28/2013,M,1,0,0,1,0,1,1,0,1,2
28,9/12/2012,9/12/2012,M,1,0,1,0,1,0,1,0,1,3
32,9/12/2012,9/17/2012,M,1,0,0,1,1,0,1,0,1,3
37,9/12/2012,9/13/2012,M,1,0,1,0,1,0,1,0,1,1
51,9/12/2012,9/16/2012,F,1,0,1,0,1,0,1,0,1,2
31,9/12/2012,9/12/2012,M,1,0,1,0,0,1,1,0,1,1
24,9/12/2012,11/11/2012,M,1,0,1,0,0,1,1,0,1,1
35,9/12/2012,7/16/2013,F,1,0,1,0,1,0,1,0,1,1
44,9/12/2012,9/13/2012,F,1,0,0,1,1,0,1,0,1,1
29,9/12/2012,9/12/2012,F,0,0,1,0,1,0,1,0,1,1
26,9/12/2012,10/12/2012,F,1,0,1,0,0,1,1,0,1,2
30,9/12/2012,1/13/2013,M,1,0,0,0,0,1,1,0,1,2
37,9/12/2012,7/26/2013,M,1,0,1,0,0,1,1,0,0,1
36,9/12/2012,9/12/2012,M,1,0,1,0,1,0,1,0,1,1
35,9/12/2012,9/12/2012,F,1,0,0,1,0,1,1,0,1,1
40,9/12/2012,10/24/2012,M,1,0,0,1,1,0,1,0,1,1
24,9/12/2012,11/19/2012,F,1,0,0,1,0,1,1,0,1,1
48,9/12/2012,3/22/2013,F,1,0,1,0,0,1,1,0,1,2
51,9/12/2012,9/13/2012,F,1,0,1,0,0,1,1,0,0,2
60,9/12/2012,9/13/2012,M,1,0,1,0,1,0,1,0,1,1
58,9/12/2012,9/13/2012,F,1,0,1,0,0,1,1,0,0,3
35,9/12/2012,9/15/2012,M,1,0,1,0,1,0,1,0,1,1
36,9/12/2012,9/4/2013,M,1,0,1,0,0,1,1,0,0,2
102,9/12/2012,9/13/2012,F,1,0,1,0,0,1,1,0,1,3
33,9/12/2012,9/13/2012,F,1,0,1,0,1,0,1,0,1,3
31,9/12/2012,9/25/2012,F,1,0,1,0,1,0,1,0,1,1
57,9/12/2012,9/13/2012,M,1,0,0,0,1,0,1,0,0,3
25,9/12/2012,9/17/2012,F,1,0,1,0,1,0,1,0,1,3
31,9/12/2012,4/16/2013,M,1,0,1,0,0,1,1,0,0,1
29,9/12/2012,7/19/2013,M,1,0,1,0,1,0,1,0,1,1
54,9/12/2012,5/14/2013,F,1,0,1,0,0,1,1,0,0,3
26,9/12/2012,9/13/2012,F,1,0,1,0,1,0,1,0,1,1
25,9/12/2012,9/20/2012,F,1,0,0,0,0,1,1,0,1,1
39,9/12/2012,12/2/2012,F,1,0,1,0,1,0,1,0,0,2
38,9/12/2012,8/22/2013,U,1,0,0,1,1,0,1,0,0,2
30,9/12/2012,9/17/2012,F,1,0,1,0,1,0,1,0,1,2
27,9/12/2012,9/13/2012,F,1,0,1,0,0,1,1,0,1,1
38,9/12/2012,10/11/2012,F,1,0,1,0,1,0,1,0,1,1
29,9/13/2012,2/11/2013,M,1,0,1,0,0,1,1,0,1,3
70,9/13/2012,12/4/2012,M,1,0,0,1,1,0,1,0,1,1
32,9/13/2012,9/18/2012,F,1,0,1,0,0,1,1,0,1,1
38,9/13/2012,9/14/2012,F,0,0,1,0,1,0,1,0,1,2
30,9/13/2012,9/14/2012,F,1,0,0,0,0,1,1,0,1,1
54,9/13/2012,9/13/2012,F,1,0,1,0,1,0,1,0,1,1
36,9/13/2012,9/13/2012,M,1,0,0,1,0,1,1,0,1,3
2014,9/13/2012,9/13/2012,M,1,0,1,0,0,1,1,0,1,3
36,9/13/2012,9/14/2012,F,1,0,0,1,1,0,1,0,1,1
40,9/13/2012,9/15/2012,M,0,0,1,0,0,1,1,0,1,2
27,9/13/2012,9/14/2012,M,1,0,1,0,0,1,1,0,1,3
37,9/13/2012,9/13/2012,M,1,0,1,0,1,0,0,0,1,1
44,9/13/2012,9/14/2012,U,1,0,1,0,1,0,1,0,1,1
31,9/13/2012,9/13/2012,M,1,0,0,1,0,1,1,0,1,2
39,9/13/2012,10/8/2012,M,1,0,0,1,1,0,1,0,1,1
30,9/13/2012,9/13/2012,M,1,0,0,1,1,0,1,0,1,3
33,9/13/2012,10/1/2012,F,1,0,0,1,1,0,1,0,1,2
29,9/13/2012,9/18/2012,U,1,0,0,1,1,0,1,0,1,1
33,9/13/2012,9/19/2012,M,1,0,0,1,0,1,1,0,0,3
31,9/13/2012,9/19/2012,M,1,0,0,1,0,1,1,0,1,1
54,9/13/2012,9/24/2012,M,1,0,0,1,1,0,1,0,1,1
32,9/13/2012,9/14/2012,M,1,0,0,0,1,0,1,0,1,2
30,9/13/2012,4/10/2013,F,1,0,0,1,0,1,1,0,1,1
37,9/13/2012,9/20/2012,F,1,0,1,0,0,1,1,0,1,1
33,9/13/2012,9/19/2012,U,1,0,0,1,1,0,1,0,1,1
43,9/13/2012,9/13/2012,F,1,0,1,0,1,0,1,0,1,1
28,9/13/2012,7/16/2013,F,1,0,0,0,0,1,1,0,1,1
36,9/13/2012,9/14/2012,M,1,0,1,0,1,0,1,0,1,1
35,9/13/2012,9/14/2012,M,1,0,1,0,1,0,0,1,1,1
33,9/13/2012,9/13/2012,M,1,0,1,0,1,0,1,0,0,1
30,9/13/2012,9/19/2012,M,1,0,1,0,1,0,1,0,1,1
31,9/13/2012,9/16/2012,M,1,0,1,0,0,1,1,0,1,1
37,9/13/2012,9/19/2012,M,1,0,1,0,0,1,1,0,1,3
37,9/13/2012,9/16/2012,F,1,0,0,1,0,1,1,0,0,1
23,9/13/2012,9/18/2012,F,1,0,1,0,1,0,1,0,1,3
42,9/13/2012,9/13/2012,F,1,0,1,0,1,0,1,0,0,3
70,9/13/2012,9/13/2012,F,1,0,1,0,1,0,1,0,1,1
44,9/13/2012,9/30/2012,M,1,0,1,0,1,0,1,0,0,1
42,9/13/2012,9/13/2012,F,1,0,1,0,1,0,1,0,0,1
33,9/13/2012,9/28/2012,F,1,0,1,0,0,1,1,0,1,1
52,9/13/2012,9/17/2012,F,1,0,0,1,1,0,1,0,1,3
40,9/13/2012,9/15/2012,U,1,0,0,0,1,0,1,0,0,3
43,9/13/2012,9/27/2012,F,1,0,0,1,0,1,1,0,1,1
32,9/13/2012,5/27/2013,F,1,0,1,0,1,0,1,0,1,3
41,9/13/2012,4/3/2013,F,1,0,1,0,0,1,1,0,1,1
27,9/13/2012,9/15/2012,F,1,0,1,0,0,1,1,0,0,1
67,9/13/2012,5/5/2013,M,1,0,0,1,1,0,1,0,0,2
28,9/14/2012,9/30/2012,F,1,0,1,0,1,0,1,0,1,2
52,9/14/2012,11/30/2012,U,1,0,1,0,1,0,1,0,1,1
34,9/14/2012,10/4/2012,M,1,0,1,0,1,0,1,0,1,1
31,9/14/2012,9/16/2012,M,1,0,1,0,1,0,1,0,1,2
35,9/14/2012,9/28/2012,F,1,0,1,0,0,1,1,0,1,1
33,9/14/2012,9/2/2013,M,1,0,1,0,0,1,1,0,1,1
34,9/14/2012,9/18/2012,U,1,0,0,1,1,0,1,0,1,2
55,9/14/2012,9/15/2012,F,1,0,0,1,0,1,1,0,1,1
27,9/14/2012,9/28/2012,F,1,0,1,0,0,1,1,0,1,3
36,9/14/2012,9/14/2012,F,1,0,0,1,1,0,1,0,1,1
57,9/14/2012,9/14/2012,M,1,0,1,0,1,0,1,0,0,2
39,9/14/2012,9/14/2012,F,1,0,1,0,0,1,1,0,0,1
30,9/14/2012,9/14/2012,F,1,0,0,1,1,0,1,0,1,1
30,9/14/2012,9/14/2012,M,1,0,1,0,0,1,1,0,1,1
29,9/14/2012,9/16/2012,M,1,0,0,1,1,0,0,1,0,1
39,9/14/2012,11/3/2012,M,1,0,0,0,0,1,1,0,1,1
32,9/14/2012,10/3/2012,M,1,0,1,0,0,1,1,0,1,3
30,9/14/2012,9/15/2012,F,1,0,0,1,1,0,1,0,1,2
37,9/14/2012,9/26/2012,F,1,0,1,0,1,0,1,0,1,2
33,9/14/2012,11/30/2012,F,1,0,1,0,0,1,0,0,1,1
55,9/14/2012,9/16/2012,M,1,0,1,0,0,1,0,0,1,2
31,9/14/2012,9/14/2012,F,1,0,1,0,1,0,1,0,1,3
41,9/14/2012,9/14/2012,F,1,0,1,0,1,0,1,0,0,1
33,9/14/2012,9/14/2012,M,1,0,1,0,1,0,0,0,0,1
32,9/14/2012,10/10/2012,U,1,0,1,0,1,0,1,0,1,1
2014,9/14/2012,9/17/2012,F,1,0,1,0,1,0,1,0,1,1
34,9/14/2012,9/11/2013,U,1,0,1,0,1,0,1,0,1,3
27,9/14/2012,9/26/2012,M,1,0,1,0,1,0,1,0,1,1
25,9/14/2012,9/22/2012,F,1,0,1,0,0,1,1,0,1,1
32,9/14/2012,9/20/2012,M,1,0,0,0,1,0,1,0,1,3
28,9/14/2012,10/9/2012,M,1,0,1,0,0,1,1,0,0,2
34,9/14/2012,9/16/2012,F,1,0,1,0,0,1,1,0,0,1
27,9/14/2012,9/15/2012,M,1,0,1,0,0,1,1,0,0,3
25,9/14/2012,9/16/2012,F,1,0,0,0,1,0,1,0,1,1
32,9/14/2012,9/15/2012,M,1,0,0,0,1,0,1,0,1,1
54,9/14/2012,9/17/2012,U,1,0,0,0,1,0,1,0,1,3
29,9/14/2012,9/30/2012,F,1,0,1,0,1,0,1,0,1,2
25,9/14/2012,9/19/2012,F,1,0,1,0,0,1,0,0,1,1
29,9/14/2012,9/17/2012,U,1,0,1,0,1,0,1,0,1,2
28,9/14/2012,9/21/2012,F,1,0,1,0,0,1,1,0,1,3
38,9/14/2012,9/15/2012,F,1,0,1,0,1,0,1,0,1,1
61,9/14/2012,9/19/2012,F,0,0,0,0,1,0,1,0,1,1
62,9/14/2012,9/19/2012,M,1,0,1,0,0,1,1,0,1,1
32,9/14/2012,9/24/2012,F,1,0,0,0,1,0,1,0,1,2
50,9/14/2012,9/15/2012,F,1,0,1,0,1,0,1,0,1,1
40,9/14/2012,8/18/2013,F,1,0,1,0,1,0,1,0,0,2
33,9/15/2012,9/15/2012,F,1,0,1,0,1,0,1,0,1,1
23,9/15/2012,2/19/2013,F,1,0,1,0,0,1,1,0,1,1
40,9/15/2012,9/16/2012,M,1,0,1,0,0,1,1,0,1,1
26,9/15/2012,9/20/2012,M,1,0,1,0,0,1,1,0,1,1
31,9/15/2012,5/8/2013,M,1,0,1,0,0,1,1,0,1,1
35,9/15/2012,9/15/2012,M,1,0,1,0,1,0,0,1,1,3
34,9/15/2012,9/16/2012,M,1,0,1,0,0,1,1,0,0,1
35,9/15/2012,9/15/2012,F,1,0,1,0,0,1,1,0,0,1
30,9/15/2012,9/20/2012,M,1,0,1,0,0,1,1,0,1,2
25,9/15/2012,9/19/2012,F,1,0,1,0,0,1,1,0,1,1
40,9/15/2012,9/15/2012,F,1,0,1,0,0,1,1,0,1,1
35,9/15/2012,10/10/2012,M,1,0,1,0,1,0,1,0,1,1
23,9/15/2012,9/15/2012,M,1,0,0,0,0,1,1,0,1,2
36,9/15/2012,9/15/2012,M,1,0,1,0,1,0,1,0,1,2
27,9/15/2012,9/15/2012,F,1,0,1,0,0,1,1,0,1,2
52,9/15/2012,10/10/2012,M,1,0,1,0,1,0,1,0,1,1
41,9/15/2012,9/25/2012,F,1,0,1,0,1,0,1,0,1,1
29,9/15/2012,9/15/2012,F,1,0,1,0,1,0,1,0,1,1
30,9/15/2012,10/13/2012,F,1,0,0,1,0,1,1,0,1,1
30,9/15/2012,9/20/2012,F,1,0,1,0,0,1,1,0,1,1
25,9/15/2012,9/16/2012,M,1,0,1,0,1,0,1,0,1,1
35,9/15/2012,8/9/2013,M,1,0,1,0,1,0,1,0,0,1
77,9/15/2012,9/15/2012,M,1,0,1,0,1,0,1,0,0,1
77,9/15/2012,9/24/2012,U,1,0,0,0,1,0,1,0,1,1
1949,9/15/2012,9/16/2012,F,1,0,1,0,0,1,0,0,1,1
30,9/15/2012,9/20/2012,F,1,0,1,0,0,1,0,1,0,1
